principalInvestigator,country,locality,Bsal_area,yearCollected,decimalLatitude,decimalLongitude,materialSampleID,basisOfRecord,genus,specificEpithet,sampleType,testMethod,diseaseTested,BdDetected,BsalDetected,BdLoad,BsalLoad,fatal,monthCollected,dayCollected,quantityDetected,dilutionFactor,cycleTimeFirstDetection,diagnosticLab,continentOcean,stateProvince,municipality,county,locationRemarks,verbatimEventDate,horizontalDatum,coordinateUncertaintyInMeters,georeferenceProtocol,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,locationID,habitat,eventRemarks,collectorList,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,taxonRemarks,lifeStage,establishmentMeans,sex,associatedReferences,occurrenceRemarks,individualCount,weightUnits,weight,lengthUnits,length,organismRemarks,diseaseLineage,geFALSEtypeMethod,diseaseTestedPositiveCount,specimenDisposition,zeScore,measurementRemarks,tissueID,tissueType,tissuePlate,tissueWell,tissueCatalogNumber,tissueBarcode,tissueInstitution,tissueOtherCatalogNumbers,tissueSamplingYear,tissueSamplingMonth,tissueSamplingDay,tissueRecordedBy,tissueContainer,tissuePreservative,associatedSequences,tissueRemarks,fromTissue,tissueBlocked,biosampleAccession,DiagFALSEstics_bcid,Sample_bcid,expeditionCode,projectId
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3114 - SO-024,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3115 - SO-025,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3116 - SO-026,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3117 - SO-027,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3118 - SO-028,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3119 - SO-029,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3120 - SO-030,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3121 - SO-031,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3122 - SO-032,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3123 - SO-033,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3124 - SO-034,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3125 - SO-035,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3126 - SO-036,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3127 - SO-037,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3129 - SO-039,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3130 - SO-040,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3131 - SO-041,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3132 - SO-042,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3133 - SO-043,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3134 - SO-044,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3135 - SO-001,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3137 - SO-002,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3138 - SO-003,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3139 - SO-004,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.70178,6.270098,BsalGer3374 - HUE08,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6214 - SO-2019-001,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6215 - SO-2019-002,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6216 - SO-2019-003,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6217 - SO-2019-004,LivingSpecimen,Bufo,bufo,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6218 - SO-2019-005,LivingSpecimen,Bufo,bufo,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6219 - SO-2019-006,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6220 - SO-2019-007,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6221 - SO-2019-008,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6222 - SO-2019-009,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6223 - SO-2019-010,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6224 - SO-2019-011,LivingSpecimen,Bufo,bufo,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6225 - SO-2019-012,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6226 - SO-2019-013,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6227 - SO-2019-014,LivingSpecimen,Rana,temporaria,swabbing,,Bsal,,FALSE,,,FALSE,3,15,,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6227 - SO-2019-014b,LivingSpecimen,Rana,temporaria,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6228 - SO-2019-015,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6229 - SO-2019-016,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6230 - SO-2019-017,LivingSpecimen,Bufo,bufo,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6231 - SO-2019-018,LivingSpecimen,Bufo,bufo,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6232 - SO-2019-019,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6233 - SO-2019-020,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6234 - SO-2019-021,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6235 - SO-2019-022,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6236 - SO-2019-023,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6237 - SO-2019-024,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6238 - SO-2019-025,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6239 - SO-2019-026,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6240 - SO-2019-027,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2019,50.70178,6.270098,BsalGer6241 - SO-2019-028,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,15,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
