dataStatus,principalInvestigator,country,locality,Bsal_area,yearCollected,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,collectorList,materialSampleID,genus,specificEpithet,sampleType,diseaseTested,diseaseDetected,basisOfRecord,fatal,quantityDetected,monthCollected,dayCollected,dilutionFactor,cycleTimeFirstDetection,continentOcean,stateProvince,municipality,county,locationRemarks,verbatimEventDate,horizontalDatum,georeferenceProtocol,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,locationID,habitat,eventRemarks,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,taxonRemarks,lifeStage,establishmentMeans,sex,associatedReferences,occurrenceRemarks,individualCount,weightUnits,weight,lengthUnits,length,diseaseLineage,genotypeMethod,testMethod,diseaseTestedPositiveCount,specimenDisposition,zeScore,diagnosticLab,
,Bsal Consortium Germany,Germany,Konzen,,2018,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer0672 - KO-2018-014,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2018,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer0673 - KO-2018-015,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2018,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer0674 - KO-2018-016,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2018,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer0675 - KO-2018-017,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2018,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer0676 - KO-2018-018,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2018,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer0677 - KO-2018-019,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2018,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer0678 - KO-2018-020,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5627 - KO-2019-BM-001,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5628 - KO-2019-FM-002,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5629 - KO-2019-FM-003,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5630 - KO-2019-FM-004,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5631 - KO-2019-FM-005,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5632 - KO-2019-BM-006,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5633 - KO-2019-BM-007,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5634 - KO-2019-FM-008,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5635 - KO-2019-BM-009,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5636 - KO-2019-BM-010,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5637 - KO-2019-FM-011,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5638 - KO-2019-FM-012,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5639 - KO-2019-BM-013,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5640 - KO-2019-BM-014,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5641 - KO-2019-BM-015,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5642 - KO-2019-BM-016,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5643 - KO-2019-BM-017,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5644 - KO-2019-FM-018,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5645 - KO-2019-BM-019,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5646 - KO-2019-FM-020,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5647 - KO-2019-BM-021,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5648 - KO-2019-FM-022,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5649 - KO-2019-FM-023,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5650 - KO-2019-FM-024,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5651 - KO-2019-FM-025,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5652 - KO-2019-FM-026,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5653 - KO-2019-FM-027,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5654 - KO-2019-FM-028,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5655 - KO-2019-FM-029,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5656 - KO-2019-FM-030,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5657 - KO-2019-FM-031,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5658 - KO-2019-FM-032,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5659 - KO-2019-FM-033,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5660 - KO-2019-FM-034,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5661 - KO-2019-FM-035,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5662 - KO-2019-FM-036,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5663 - KO-2019-FM-037,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5664 - KO-2019-FM-038,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5665 - KO-2019-FM-039,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Konzen,,2019,50.595878,6.266865,100,Bsal Consortium Germany,BsalGer5666 - KO-2019-FM-040,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0501 - HB-2018-001,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0502 - HB-2018-002,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0503 - HB-2018-003,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0504 - HB-2018-004,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0505 - HB-2018-005,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0506 - HB-2018-006,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0507 - HB-2018-007,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0508 - HB-2018-008,Bufo,bufo,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0509 - HB-2018-009,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,15,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0510 - HB-2018-010,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,15,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0511 - HB-2018-011,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,15,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0512 - HB-2018-012,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0513 - HB-2018-013,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0514 - HB-2018-014,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0515 - HB-2018-015,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0516 - HB-2018-016,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0517 - HB-2018-017,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0518 - HB-2018-018,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0519 - HB-2018-019,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0520 - HB-2018-020,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0521 - HB-2018-021,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Haftenbach,TRUE,2018,50.613929,6.431371,100,Bsal Consortium Germany,BsalGer0522 - HB-2018-022,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
